species,file,row_index,common_name,collection,author,duration_s,n_clips,fold
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0364.wav,364,Laughing Falcon,iNat,Unknown,17.97,3,4
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0365.wav,365,Laughing Falcon,XC,Jeremy Minns,102.134,20,0
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0366.wav,366,Laughing Falcon,iNat,Unknown,28.422,5,1
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0367.wav,367,Laughing Falcon,XC,Jelle Scharringa,19.854,3,2
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0368.wav,368,Laughing Falcon,XC,Francisco Dubon,249.77,49,3
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0369.wav,369,Laughing Falcon,XC,Fernando Igor de Godoy,42.696,8,4
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0370.wav,370,Laughing Falcon,XC,Victor Antonelli,238.184,47,0
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0371.wav,371,Laughing Falcon,iNat,Nantar Kuja,68.082,13,1
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0372.wav,372,Laughing Falcon,XC,Brayan Coral Jaramillo,27.182,5,2
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0373.wav,373,Laughing Falcon,iNat,pozaricaalnatural,38.426,7,3
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0374.wav,374,Laughing Falcon,XC,Bernabe Lopez-Lanus,48.714,9,4
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0375.wav,375,Laughing Falcon,XC,Manuel Grosselet,77.038,15,0
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0376.wav,376,Laughing Falcon,iNat,Helio Lourencini,23.02,4,1
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0377.wav,377,Laughing Falcon,iNat,Unknown,4.214,1,2
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0378.wav,378,Laughing Falcon,iNat,Unknown,8.57,1,3
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0379.wav,379,Laughing Falcon,XC,Fernanda Fernandex,64.126,12,4
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0380.wav,380,Lineated Woodpecker,XC,JAYRSON ARAUJO DE OLIVEIRA,7.802,1,0
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0381.wav,381,Lineated Woodpecker,XC,Victor Antonelli,1.926,1,1
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0382.wav,382,Lineated Woodpecker,XC,Sjoerd Mayer,49.088,9,2
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0383.wav,383,Lineated Woodpecker,XC,Niels Krabbe,4.81,1,3
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0384.wav,384,Lineated Woodpecker,iNat,Oscar Díaz,13.126,2,4
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0385.wav,385,Lineated Woodpecker,XC,Alán Palacios,4.642,1,0
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0386.wav,386,Lineated Woodpecker,XC,Blair Jollands,6.606,1,1
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0387.wav,387,Lineated Woodpecker,XC,Carlos Funes,15.078,3,2
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0388.wav,388,Lineated Woodpecker,XC,Sander Bot,3.346,1,3
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0389.wav,389,Lineated Woodpecker,XC,Brice de la Croix,6.95,1,4
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0390.wav,390,Lineated Woodpecker,XC,Patricio Mena Valenzuela,13.334,2,0
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0391.wav,391,Lineated Woodpecker,iNat,Gustavo,10.24,2,1
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0392.wav,392,Lineated Woodpecker,XC,Bobby Wilcox,15.306,3,2
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0393.wav,393,Lineated Woodpecker,XC,Roney Souza,15.384,3,3
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0394.wav,394,Lineated Woodpecker,XC,Dante Buzzetti,19.078,3,4
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0395.wav,395,Lineated Woodpecker,iNat,Unknown,9.712,1,0
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0396.wav,396,Lineated Woodpecker,XC,JAYRSON ARAUJO DE OLIVEIRA,24.818,4,1
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0397.wav,397,Lineated Woodpecker,iNat,Miguel Ángel Mota Ayala,7.676,1,2
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0398.wav,398,Lineated Woodpecker,XC,Oswaldo Cortes,19.246,3,3
linwoo1,/scratch/pdoshi/audio_comp/birdclef_audio/linwoo1_0399.wav,399,Lineated Woodpecker,XC,Tom Lawrence,5.706,1,4
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0400.wav,400,Little Tinamou,XC,Oscar H. Marín-Gómez,75.314,15,0
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0401.wav,401,Little Tinamou,XC,GABRIEL LEITE,33.434,6,1
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0402.wav,402,Little Tinamou,XC,Allen T. Chartier,4.94,1,2
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0403.wav,403,Little Tinamou,XC,José Agustín López (Colección de Sonidos Ambientales - Instituto Humboldt),111.03,22,3
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0404.wav,404,Little Tinamou,XC,Bernabe Lopez-Lanus,3.538,1,4
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0405.wav,405,Little Tinamou,iNat,Alejo Williams,40.59,8,0
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0406.wav,406,Little Tinamou,iNat,Unknown,55.698,11,1
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0407.wav,407,Little Tinamou,XC,Myornis,26.778,5,2
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0408.wav,408,Little Tinamou,XC,JAYRSON ARAUJO DE OLIVEIRA,84.782,16,3
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0409.wav,409,Little Tinamou,XC,Oscar Humberto Marin-Gomez,35.338,7,4
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0410.wav,410,Little Tinamou,XC,José Agustín López (Colección de Sonidos Ambientales - Instituto Humboldt),177.122,35,0
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0411.wav,411,Little Tinamou,XC,Jeff Normandin,13.614,2,1
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0412.wav,412,Little Tinamou,XC,Brice de la Croix,30.934,6,2
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0413.wav,413,Little Tinamou,XC,José Agustín López (Colección de Sonidos Ambientales - Instituto Humboldt),467.562,93,3
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0414.wav,414,Little Tinamou,XC,Jerome Fischer,16.17,3,4
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0415.wav,415,Little Tinamou,XC,Alfonso Auerbach,31.142,6,0
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0416.wav,416,Little Tinamou,XC,Nunes D&#039;Acosta,39.392,7,1
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0417.wav,417,Little Tinamou,XC,Galo Buitrón-Jurado,23.25,4,2
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0418.wav,418,Little Tinamou,XC,Dante Buzzetti,23.198,4,3
littin1,/scratch/pdoshi/audio_comp/birdclef_audio/littin1_0419.wav,419,Little Tinamou,iNat,David Torres,65.83,13,4
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0420.wav,420,Orange-chinned Parakeet,XC,Rosa Elena Albornoz,35.576,7,0
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0421.wav,421,Orange-chinned Parakeet,iNat,Rodríguez Viky,57.846,11,1
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0422.wav,422,Orange-chinned Parakeet,iNat,Mabelin,7.34,1,2
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0423.wav,423,Orange-chinned Parakeet,XC,Richard E. Webster,13.73,2,3
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0424.wav,424,Orange-chinned Parakeet,XC,Jerome Fischer,20.198,4,4
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0425.wav,425,Orange-chinned Parakeet,XC,Alfonso Auerbach,21.944,4,0
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0426.wav,426,Orange-chinned Parakeet,iNat,Heidi Pasch de Viteri,11.52,2,1
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0427.wav,427,Orange-chinned Parakeet,iNat,Juan Cruzado Cortés,13.43,2,2
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0428.wav,428,Orange-chinned Parakeet,XC,Albert Lastukhin,9.956,1,3
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0429.wav,429,Orange-chinned Parakeet,XC,Rosa Elena Albornoz,72.616,14,4
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0430.wav,430,Orange-chinned Parakeet,XC,Walter Elías Méndez Rivera,14.686,2,0
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0431.wav,431,Orange-chinned Parakeet,iNat,Unknown,11.054,2,1
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0432.wav,432,Orange-chinned Parakeet,XC,Cristhian David Gaitán,70.266,14,2
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0433.wav,433,Orange-chinned Parakeet,iNat,Yennifer Alfaro,20.91,4,3
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0434.wav,434,Orange-chinned Parakeet,iNat,Rosabel Miro,3.794,1,4
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0435.wav,435,Orange-chinned Parakeet,iNat,Cynthia Tercero,9.998,1,0
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0436.wav,436,Orange-chinned Parakeet,XC,Victor Vanegas,56.372,11,1
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0437.wav,437,Orange-chinned Parakeet,XC,Manuel Grosselet,18.822,3,2
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0438.wav,438,Orange-chinned Parakeet,XC,Walter Rivera,62.046,12,3
orcpar,/scratch/pdoshi/audio_comp/birdclef_audio/orcpar_0439.wav,439,Orange-chinned Parakeet,iNat,Mabelin,18.368,3,4
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0440.wav,440,Palm Tanager,XC,JAYRSON ARAUJO DE OLIVEIRA,14.212,2,0
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0441.wav,441,Palm Tanager,XC,Oscar Humberto Marín Gómez,69.342,13,1
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0442.wav,442,Palm Tanager,XC,Jerome Fischer,33.282,6,2
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0443.wav,443,Palm Tanager,iNat,Unknown,10.326,2,3
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0444.wav,444,Palm Tanager,XC,Eric DeFonso,72.818,14,4
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0445.wav,445,Palm Tanager,iNat,Unknown,25.048,5,0
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0446.wav,446,Palm Tanager,XC,Joseph Tobias and Nathalie Seddon,14.812,2,1
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0447.wav,447,Palm Tanager,XC,Bobby Wilcox,86.226,17,2
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0448.wav,448,Palm Tanager,XC,Nick Komar,6.558,1,3
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0449.wav,449,Palm Tanager,iNat,Antonio Nonato,17.294,3,4
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0450.wav,450,Palm Tanager,XC,JAYRSON ARAUJO DE OLIVEIRA,16.386,3,0
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0451.wav,451,Palm Tanager,XC,Jacob Wijpkema,19.866,3,1
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0452.wav,452,Palm Tanager,XC,Brice de la Croix,23.434,4,2
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0453.wav,453,Palm Tanager,iNat,Ana Julia Peracini,8.658,1,3
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0454.wav,454,Palm Tanager,iNat,Lucas Moreira,15.024,3,4
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0455.wav,455,Palm Tanager,XC,Fernando Igor de Godoy,15.128,3,0
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0456.wav,456,Palm Tanager,XC,Phil Stouffer,18.306,3,1
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0457.wav,457,Palm Tanager,XC,Oswaldo Cortes,36.938,7,2
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0458.wav,458,Palm Tanager,XC,Wim Jacobs,40.642,8,3
paltan1,/scratch/pdoshi/audio_comp/birdclef_audio/paltan1_0459.wav,459,Palm Tanager,XC,Nick Athanas,21.354,4,4
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0460.wav,460,Piratic Flycatcher,XC,Mauricio Cuellar Ramirez (@Birding.travel),16.086,3,0
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0461.wav,461,Piratic Flycatcher,XC,JAYRSON ARAUJO DE OLIVEIRA,14.734,2,1
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0462.wav,462,Piratic Flycatcher,XC,Caio Brito,34.67,6,2
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0463.wav,463,Piratic Flycatcher,XC,Antonio de Almeida Correia Junior,46.21,9,3
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0464.wav,464,Piratic Flycatcher,XC,Fernando Igor de Godoy,32.174,6,4
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0465.wav,465,Piratic Flycatcher,XC,Manuel Grosselet,133.234,26,0
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0466.wav,466,Piratic Flycatcher,XC,JAYRSON ARAUJO DE OLIVEIRA,4.362,1,1
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0467.wav,467,Piratic Flycatcher,XC,Bernabe Lopez-Lanus,25.022,5,2
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0468.wav,468,Piratic Flycatcher,XC,Eric DeFonso,34.074,6,3
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0469.wav,469,Piratic Flycatcher,XC,Oscar Humberto Marín Gómez &amp; Luis Hernán Carrasco Guanay,65.234,13,4
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0470.wav,470,Piratic Flycatcher,XC,Brice de la Croix,52.746,10,0
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0471.wav,471,Piratic Flycatcher,XC,Daniel Lane,72.474,14,1
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0472.wav,472,Piratic Flycatcher,iNat,Arthur de Jesús Chavarría Pérez,16.934,3,2
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0473.wav,473,Piratic Flycatcher,XC,Kent Livezey,30.394,6,3
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0474.wav,474,Piratic Flycatcher,XC,Alex Lees,18.578,3,4
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0475.wav,475,Piratic Flycatcher,XC,Jeremy Minns,74.142,14,0
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0476.wav,476,Piratic Flycatcher,iNat,Unknown,4.706,1,1
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0477.wav,477,Piratic Flycatcher,XC,JAYRSON ARAUJO DE OLIVEIRA,12.134,2,2
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0478.wav,478,Piratic Flycatcher,XC,Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),21.882,4,3
pirfly1,/scratch/pdoshi/audio_comp/birdclef_audio/pirfly1_0479.wav,479,Piratic Flycatcher,XC,Alfonso Auerbach,19.378,3,4
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0480.wav,480,Ringed Kingfisher,XC,Niels Krabbe,13.43,2,0
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0481.wav,481,Ringed Kingfisher,XC,Daniel Lane,56.202,11,1
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0482.wav,482,Ringed Kingfisher,XC,Franco Vushurovich,28.822,5,2
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0483.wav,483,Ringed Kingfisher,XC,Alexandre Bianco,42.778,8,3
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0484.wav,484,Ringed Kingfisher,XC,Janine McCabe,232.286,46,4
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0485.wav,485,Ringed Kingfisher,XC,Hernán Arias,124.656,24,0
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0486.wav,486,Ringed Kingfisher,XC,Dan Lane,72.87,14,1
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0487.wav,487,Ringed Kingfisher,XC,Richard E. Webster,99.014,19,2
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0488.wav,488,Ringed Kingfisher,XC,Gary Stiles (Colección de Sonidos Ambientales - Instituto Humboldt),66.042,13,3
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0489.wav,489,Ringed Kingfisher,XC,Allen T. Chartier,4.964,1,4
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0490.wav,490,Ringed Kingfisher,XC,Noé Eiterer,6.222,1,0
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0491.wav,491,Ringed Kingfisher,XC,Bernabe Lopez-Lanus,16.486,3,1
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0492.wav,492,Ringed Kingfisher,iNat,Unknown,20.17,4,2
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0493.wav,493,Ringed Kingfisher,XC,Joseph Tobias and Nathalie Seddon,22.198,4,3
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0494.wav,494,Ringed Kingfisher,XC,Rodolfo Salinas-Villarreal,3.382,1,4
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0495.wav,495,Ringed Kingfisher,XC,JAYRSON ARAUJO DE OLIVEIRA,44.118,8,0
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0496.wav,496,Ringed Kingfisher,iNat,Joaquín Vazquez,77.386,15,1
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0497.wav,497,Ringed Kingfisher,iNat,Eduardo Luis Beltrocco,21.89,4,2
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0498.wav,498,Ringed Kingfisher,XC,Jeremy Minns,6.51,1,3
rinkin1,/scratch/pdoshi/audio_comp/birdclef_audio/rinkin1_0499.wav,499,Ringed Kingfisher,XC,Leonardo Ordóñez-Delgado,45.682,9,4
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0500.wav,500,Roadside Hawk,XC, Guillermo Treboux,67.602,13,0
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0501.wav,501,Roadside Hawk,XC,Justin Flint,15.314,3,1
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0502.wav,502,Roadside Hawk,XC,Mario Trejo,35.234,7,2
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0503.wav,503,Roadside Hawk,iNat,Andrés Urvina,13.626,2,3
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0504.wav,504,Roadside Hawk,XC,Bernabe Lopez-Lanus,5.138,1,4
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0505.wav,505,Roadside Hawk,iNat,Gonzalo Diaz,12.068,2,0
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0506.wav,506,Roadside Hawk,XC,Ricardo José Mitidieri,5.068,1,1
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0507.wav,507,Roadside Hawk,iNat,Javier Piquillén,40.058,8,2
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0508.wav,508,Roadside Hawk,XC,Oscar Humberto Marín Gómez,48.846,9,3
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0509.wav,509,Roadside Hawk,XC,Arthur Gomes,52.39,10,4
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0510.wav,510,Roadside Hawk,iNat,providenceplus,7.0,1,0
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0511.wav,511,Roadside Hawk,XC,Yair Guillermo Molina Martínez.,103.694,20,1
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0512.wav,512,Roadside Hawk,iNat,David Monroy R,45.266,9,2
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0513.wav,513,Roadside Hawk,XC,Tom OShea,14.976,2,3
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0514.wav,514,Roadside Hawk,XC,JAYRSON ARAUJO DE OLIVEIRA,32.374,6,4
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0515.wav,515,Roadside Hawk,XC,Cheng-En; HSIEH,56.714,11,0
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0516.wav,516,Roadside Hawk,XC,Bernabe Lopez-Lanus,21.946,4,1
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0517.wav,517,Roadside Hawk,iNat,GERMAN LEONEL SARMIENTO CRUZ,11.892,2,2
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0518.wav,518,Roadside Hawk,XC,Oscar Humberto Marín Gómez,23.386,4,3
roahaw,/scratch/pdoshi/audio_comp/birdclef_audio/roahaw_0519.wav,519,Roadside Hawk,XC,Manuel Roncal- Rabanal,12.59,2,4
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0520.wav,520,Rusty-margined Flycatcher,XC,Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),10.188,2,0
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0521.wav,521,Rusty-margined Flycatcher,XC,Jeremy Minns,27.182,5,1
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0522.wav,522,Rusty-margined Flycatcher,XC,Jacob Wijpkema,28.086,5,2
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0523.wav,523,Rusty-margined Flycatcher,XC,rudy gelis,2.744,1,3
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0524.wav,524,Rusty-margined Flycatcher,XC,Bobby Wilcox,4.438,1,4
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0525.wav,525,Rusty-margined Flycatcher,iNat,Angelica Holguin,100.754,20,0
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0526.wav,526,Rusty-margined Flycatcher,XC,Olaf Jahn,21.122,4,1
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0527.wav,527,Rusty-margined Flycatcher,XC,JAYRSON ARAUJO DE OLIVEIRA,6.97,1,2
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0528.wav,528,Rusty-margined Flycatcher,XC,JAYRSON ARAUJO DE OLIVEIRA,14.666,2,3
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0529.wav,529,Rusty-margined Flycatcher,XC,Myornis,16.102,3,4
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0530.wav,530,Rusty-margined Flycatcher,XC,Brice de la Croix,23.174,4,0
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0531.wav,531,Rusty-margined Flycatcher,XC,JAYRSON ARAUJO DE OLIVEIRA,11.158,2,1
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0532.wav,532,Rusty-margined Flycatcher,iNat,Christoph Moning,25.51,5,2
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0533.wav,533,Rusty-margined Flycatcher,XC,Nick Athanas,17.846,3,3
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0534.wav,534,Rusty-margined Flycatcher,XC,JAYRSON ARAUJO DE OLIVEIRA,24.926,4,4
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0535.wav,535,Rusty-margined Flycatcher,XC,Fernando Igor de Godoy,28.046,5,0
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0536.wav,536,Rusty-margined Flycatcher,XC,Jerome Fischer,16.822,3,1
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0537.wav,537,Rusty-margined Flycatcher,XC,Cristian Rodas,1.626,1,2
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0538.wav,538,Rusty-margined Flycatcher,XC,Fernando Pocho Cabral,70.944,14,3
rumfly1,/scratch/pdoshi/audio_comp/birdclef_audio/rumfly1_0539.wav,539,Rusty-margined Flycatcher,XC,Geoffrey Monchaux,5.068,1,4
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0540.wav,540,Rufous-tailed Jacamar,XC,Nick Athanas,31.766,6,0
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0541.wav,541,Rufous-tailed Jacamar,iNat,Yby Naturalista,15.616,3,1
rutjac1,/scratch/pdoshi/audio_comp/birdclef_audio/rutjac1_0542.wav,542,Rufous-tailed Jacamar,XC,Paul Driver,16.746,3,2
