clip_id,category,source_dataset,license,path,sample_rate,duration_sec
xeno_canto_birds/2446,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2446.wav,32000,5.0
xeno_canto_birds/9030,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__9030.wav,32000,5.0
xeno_canto_birds/2141,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2141.wav,32000,5.0
xeno_canto_birds/63,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__63.wav,32000,5.0
xeno_canto_birds/3693,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3693.wav,32000,5.0
xeno_canto_birds/5048,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__5048.wav,32000,5.0
xeno_canto_birds/9046,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__9046.wav,32000,5.0
xeno_canto_birds/4574,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__4574.wav,32000,5.0
xeno_canto_birds/4933,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__4933.wav,32000,5.0
xeno_canto_birds/8832,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8832.wav,32000,5.0
xeno_canto_birds/7750,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7750.wav,32000,5.0
xeno_canto_birds/6178,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__6178.wav,32000,5.0
xeno_canto_birds/214,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__214.wav,32000,5.0
xeno_canto_birds/527,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__527.wav,32000,5.0
xeno_canto_birds/6859,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__6859.wav,32000,5.0
xeno_canto_birds/8458,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8458.wav,32000,5.0
xeno_canto_birds/2514,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2514.wav,32000,5.0
xeno_canto_birds/3464,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3464.wav,32000,5.0
xeno_canto_birds/3096,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3096.wav,32000,5.0
xeno_canto_birds/9245,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__9245.wav,32000,5.0
xeno_canto_birds/8833,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8833.wav,32000,5.0
xeno_canto_birds/5161,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__5161.wav,32000,5.0
xeno_canto_birds/4366,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__4366.wav,32000,5.0
xeno_canto_birds/3766,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3766.wav,32000,5.0
xeno_canto_birds/2971,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2971.wav,32000,5.0
xeno_canto_birds/6758,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__6758.wav,32000,5.0
xeno_canto_birds/999,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__999.wav,32000,5.0
xeno_canto_birds/526,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__526.wav,32000,5.0
xeno_canto_birds/7456,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7456.wav,32000,5.0
xeno_canto_birds/682,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__682.wav,32000,5.0
xeno_canto_birds/3374,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3374.wav,32000,5.0
xeno_canto_birds/6620,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__6620.wav,32000,5.0
xeno_canto_birds/7357,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7357.wav,32000,5.0
xeno_canto_birds/5683,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__5683.wav,32000,5.0
xeno_canto_birds/8934,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8934.wav,32000,5.0
xeno_canto_birds/4876,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__4876.wav,32000,5.0
xeno_canto_birds/9562,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__9562.wav,32000,5.0
xeno_canto_birds/2081,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2081.wav,32000,5.0
xeno_canto_birds/1677,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1677.wav,32000,5.0
xeno_canto_birds/4045,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__4045.wav,32000,5.0
xeno_canto_birds/1618,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1618.wav,32000,5.0
xeno_canto_birds/8255,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8255.wav,32000,5.0
xeno_canto_birds/5601,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__5601.wav,32000,5.0
xeno_canto_birds/192,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__192.wav,32000,5.0
xeno_canto_birds/545,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__545.wav,32000,5.0
xeno_canto_birds/3453,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3453.wav,32000,5.0
xeno_canto_birds/8648,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8648.wav,32000,5.0
xeno_canto_birds/2748,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2748.wav,32000,5.0
xeno_canto_birds/5415,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__5415.wav,32000,5.0
xeno_canto_birds/2735,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2735.wav,32000,5.0
xeno_canto_birds/6727,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__6727.wav,32000,5.0
xeno_canto_birds/8058,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8058.wav,32000,5.0
xeno_canto_birds/1733,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1733.wav,32000,5.0
xeno_canto_birds/640,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__640.wav,32000,5.0
xeno_canto_birds/1977,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1977.wav,32000,5.0
xeno_canto_birds/7536,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7536.wav,32000,5.0
xeno_canto_birds/3400,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3400.wav,32000,5.0
xeno_canto_birds/6254,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__6254.wav,32000,5.0
xeno_canto_birds/2787,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2787.wav,32000,5.0
xeno_canto_birds/812,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__812.wav,32000,5.0
xeno_canto_birds/4178,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__4178.wav,32000,5.0
xeno_canto_birds/8349,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8349.wav,32000,5.0
xeno_canto_birds/635,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__635.wav,32000,5.0
xeno_canto_birds/5866,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__5866.wav,32000,5.0
xeno_canto_birds/191,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__191.wav,32000,5.0
xeno_canto_birds/1246,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1246.wav,32000,5.0
xeno_canto_birds/3786,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3786.wav,32000,5.0
xeno_canto_birds/530,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__530.wav,32000,5.0
xeno_canto_birds/1428,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1428.wav,32000,5.0
xeno_canto_birds/7464,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7464.wav,32000,5.0
xeno_canto_birds/7240,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7240.wav,32000,5.0
xeno_canto_birds/1299,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1299.wav,32000,5.0
xeno_canto_birds/5221,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__5221.wav,32000,5.0
xeno_canto_birds/2913,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2913.wav,32000,5.0
xeno_canto_birds/448,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__448.wav,32000,5.0
xeno_canto_birds/2405,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2405.wav,32000,5.0
xeno_canto_birds/3069,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3069.wav,32000,5.0
xeno_canto_birds/2637,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2637.wav,32000,5.0
xeno_canto_birds/7204,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7204.wav,32000,5.0
xeno_canto_birds/5917,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__5917.wav,32000,5.0
xeno_canto_birds/9054,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__9054.wav,32000,5.0
xeno_canto_birds/915,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__915.wav,32000,5.0
xeno_canto_birds/8554,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8554.wav,32000,5.0
xeno_canto_birds/1722,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1722.wav,32000,5.0
xeno_canto_birds/3386,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3386.wav,32000,5.0
xeno_canto_birds/2443,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2443.wav,32000,5.0
xeno_canto_birds/1702,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1702.wav,32000,5.0
xeno_canto_birds/5259,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__5259.wav,32000,5.0
xeno_canto_birds/9337,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__9337.wav,32000,5.0
xeno_canto_birds/6718,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__6718.wav,32000,5.0
xeno_canto_birds/1058,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1058.wav,32000,5.0
xeno_canto_birds/3201,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3201.wav,32000,5.0
xeno_canto_birds/3087,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3087.wav,32000,5.0
xeno_canto_birds/5144,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__5144.wav,32000,5.0
xeno_canto_birds/3267,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3267.wav,32000,5.0
xeno_canto_birds/3048,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3048.wav,32000,5.0
xeno_canto_birds/205,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__205.wav,32000,5.0
xeno_canto_birds/70,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__70.wav,32000,5.0
xeno_canto_birds/6083,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__6083.wav,32000,5.0
xeno_canto_birds/8037,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8037.wav,32000,5.0
xeno_canto_birds/2919,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2919.wav,32000,5.0
xeno_canto_birds/7801,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7801.wav,32000,5.0
xeno_canto_birds/9156,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__9156.wav,32000,5.0
xeno_canto_birds/286,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__286.wav,32000,5.0
xeno_canto_birds/2263,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2263.wav,32000,5.0
xeno_canto_birds/198,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__198.wav,32000,5.0
xeno_canto_birds/3041,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3041.wav,32000,5.0
xeno_canto_birds/7210,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7210.wav,32000,5.0
xeno_canto_birds/169,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__169.wav,32000,5.0
xeno_canto_birds/1394,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1394.wav,32000,5.0
xeno_canto_birds/389,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__389.wav,32000,5.0
xeno_canto_birds/7322,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7322.wav,32000,5.0
xeno_canto_birds/6597,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__6597.wav,32000,5.0
xeno_canto_birds/4537,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__4537.wav,32000,5.0
xeno_canto_birds/3411,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3411.wav,32000,5.0
xeno_canto_birds/4546,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__4546.wav,32000,5.0
xeno_canto_birds/3769,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3769.wav,32000,5.0
xeno_canto_birds/9396,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__9396.wav,32000,5.0
xeno_canto_birds/8545,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8545.wav,32000,5.0
xeno_canto_birds/3973,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3973.wav,32000,5.0
xeno_canto_birds/6497,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__6497.wav,32000,5.0
xeno_canto_birds/540,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__540.wav,32000,5.0
xeno_canto_birds/1523,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__1523.wav,32000,5.0
xeno_canto_birds/7492,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7492.wav,32000,5.0
xeno_canto_birds/7930,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7930.wav,32000,5.0
xeno_canto_birds/8822,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8822.wav,32000,5.0
xeno_canto_birds/2270,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__2270.wav,32000,5.0
xeno_canto_birds/9484,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__9484.wav,32000,5.0
xeno_canto_birds/3700,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__3700.wav,32000,5.0
xeno_canto_birds/7859,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__7859.wav,32000,5.0
xeno_canto_birds/5972,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__5972.wav,32000,5.0
xeno_canto_birds/8384,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__8384.wav,32000,5.0
xeno_canto_birds/4678,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__4678.wav,32000,5.0
xeno_canto_birds/6891,bird_sounds,xeno_canto_birds,"unverified/mixed (Xeno-Canto-derived, listed as 'Unknown' on the dataset card)",probe_set/bird_sounds/xeno_canto_birds__6891.wav,32000,5.0
